Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Is Pseudo	# Transcripts	Gene Name or Symbol	Previous ID(s)	
PBANKA_0108100	PBANKA_0108100.1	Plasmodium berghei ANKA	PbANKA_01_v3:330,792..335,330(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB101448.00.0;PB101449.00.0;PBANKA_010810	
PBANKA_0108200	PBANKA_0108200.1	Plasmodium berghei ANKA	PbANKA_01_v3:337,150..342,054(+)	protein KIC6, putative	No	1	N/A	Previous IDs: PB001011.03.0;PB001213.02.0;PBANKA_010820	
PBANKA_0108300	PBANKA_0108300.1	Plasmodium berghei ANKA	PbANKA_01_v3:343,077..344,303(-)	palmitoyltransferase DHHC2	No	1	DHHC2	Previous IDs: PB001212.02.0;PBANKA_010830	
PBANKA_0108400	PBANKA_0108400.1	Plasmodium berghei ANKA	PbANKA_01_v3:347,207..352,450(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000400.00.0;PB000974.03.0;PB001622.02.0;PB400033.00.0;PBANKA_010840	
PBANKA_0108500	PBANKA_0108500.1	Plasmodium berghei ANKA	PbANKA_01_v3:353,132..354,372(+)	ribosomal protein L19, mitochondrial, putative	No	1	N/A	Previous IDs: PB000401.00.0;PBANKA_010850	
PBANKA_0108600	PBANKA_0108600.1	Plasmodium berghei ANKA	PbANKA_01_v3:354,635..356,417(-)	pre-mRNA-splicing factor SLU7, putative	No	1	SLU7	Previous IDs: PB000402.00.0;PBANKA_010860	
PBANKA_0108700	PBANKA_0108700.1	Plasmodium berghei ANKA	PbANKA_01_v3:357,597..359,636(-)	RNA-binding protein 25, putative	No	1	RBM25	Previous IDs: PB000409.03.0;PBANKA_010870	
PBANKA_0108800	PBANKA_0108800.1	Plasmodium berghei ANKA	PbANKA_01_v3:363,203..363,613(+)	histone H3, putative	No	1	H3	Previous IDs: PB106763.00.0;PBANKA_010880	
PBANKA_0108900	PBANKA_0108900.1	Plasmodium berghei ANKA	PbANKA_01_v3:364,126..364,699(-)	peptidyl-tRNA hydrolase PTRHD1, putative	No	1	N/A	Previous IDs: PB000307.03.0;PBANKA_010890	
PBANKA_0109000	PBANKA_0109000.1	Plasmodium berghei ANKA	PbANKA_01_v3:366,467..367,448(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB001253.02.0;PBANKA_010900	
PBANKA_0109100	PBANKA_0109100.1	Plasmodium berghei ANKA	PbANKA_01_v3:367,720..369,732(+)	transketolase, putative	No	1	TK	Previous IDs: PB000118.03.0;PB001252.02.0;PBANKA_010910	
PBANKA_0109200	PBANKA_0109200.1	Plasmodium berghei ANKA	PbANKA_01_v3:370,462..373,986(-)	transcription elongation factor SPT5, putative	No	1	SPT5	Previous IDs: PB000119.03.0;PB000533.02.0;PBANKA_010920	
PBANKA_0109300	PBANKA_0109300.1	Plasmodium berghei ANKA	PbANKA_01_v3:375,602..376,720(-)	SNARE associated Golgi protein, putative	No	1	N/A	Previous IDs: PB000565.03.0;PBANKA_010930	
PBANKA_0109400	PBANKA_0109400.1	Plasmodium berghei ANKA	PbANKA_01_v3:378,228..378,494(-)	succinate dehydrogenase subunit 3, putative	No	1	SDH3	Previous IDs: PB000564.03.0;PBANKA_010940	
PBANKA_0109500	PBANKA_0109500.1	Plasmodium berghei ANKA	PbANKA_01_v3:379,499..380,595(+)	AP2 domain transcription factor, putative	No	1	ApiAP2	Previous IDs: PB000563.03.0;PBANKA_010950	
PBANKA_0109600	PBANKA_0109600.1	Plasmodium berghei ANKA	PbANKA_01_v3:381,814..382,954(+)	ATP synthase-associated protein, putative	No	1	N/A	Previous IDs: PB000562.03.0;PBANKA_010960	
PBANKA_0109700	PBANKA_0109700.1	Plasmodium berghei ANKA	PbANKA_01_v3:383,303..385,711(-)	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin, putative	No	1	SWIB	Previous IDs: PB107824.00.0;PB300942.00.0;PB301354.00.0;PBANKA_010970	
PBANKA_0109800	PBANKA_0109800.1	Plasmodium berghei ANKA	PbANKA_01_v3:392,770..393,882(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB300967.00.0;PBANKA_010980	
PBANKA_0109900	PBANKA_0109900.1	Plasmodium berghei ANKA	PbANKA_01_v3:395,262..397,115(-)	basal complex transmembrane protein 1, putative	No	1	BTP1	Previous IDs: PB301072.00.0;PBANKA_010990	
PBANKA_0110000	PBANKA_0110000.1	Plasmodium berghei ANKA	PbANKA_01_v3:398,398..398,874(-)	60S ribosomal protein L39, putative	No	1	N/A	Previous IDs: PB402098.00.0;PBANKA_011000	
PBANKA_0110100	PBANKA_0110100.1	Plasmodium berghei ANKA	PbANKA_01_v3:400,224..408,553(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB403614.00.0;PB404243.00.0;PBANKA_011010	
PBANKA_0110200	PBANKA_0110200.1	Plasmodium berghei ANKA	PbANKA_01_v3:411,711..412,630(+)	lsm12, putative	No	1	N/A	Previous IDs: PB100309.00.0;PBANKA_011020	
PBANKA_0110300	PBANKA_0110300.1	Plasmodium berghei ANKA	PbANKA_01_v3:413,202..413,673(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB100311.00.0;PBANKA_011030	
PBANKA_0110400	PBANKA_0110400.1	Plasmodium berghei ANKA	PbANKA_01_v3:414,620..416,326(-)	eukaryotic translation initiation factor 3 subunit L, putative	No	1	EIF3L	Previous IDs: PBANKA_011040	
PBANKA_0110500	PBANKA_0110500.1	Plasmodium berghei ANKA	PbANKA_01_v3:417,832..424,673(-)	leucine-rich repeat protein	No	1	LRR6	Previous IDs: PB000362.03.0;PB105848.00.0;PB107484.00.0;PB300464.00.0;PB301306.00.0;PBANKA_011050;PbLRR6	
PBANKA_0110600	PBANKA_0110600.1	Plasmodium berghei ANKA	PbANKA_01_v3:425,950..426,303(+)	transmembrane protein 234, putative	No	1	TMEM234	Previous IDs: PBANKA_011060	
PBANKA_0110700	PBANKA_0110700.1	Plasmodium berghei ANKA	PbANKA_01_v3:426,330..427,034(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_011070	
PBANKA_0110800	PBANKA_0110800.1	Plasmodium berghei ANKA	PbANKA_01_v3:427,379..427,738(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_011080	
PBANKA_0110900	PBANKA_0110900.1	Plasmodium berghei ANKA	PbANKA_01_v3:428,391..429,608(-)	cytoplasmic tRNA 2-thiolation protein 1, putative	No	1	NCS6	Previous IDs: PB000899.03.0;PBANKA_011090	
PBANKA_0111000	PBANKA_0111000.1	Plasmodium berghei ANKA	PbANKA_01_v3:430,565..431,569(-)	6-cysteine protein P12, putative	No	1	P12	Previous IDs: PB000528.00.0;PBANKA_011100	
PBANKA_0111100	PBANKA_0111100.1	Plasmodium berghei ANKA	PbANKA_01_v3:432,195..433,178(-)	6-cysteine protein	No	1	P12p	Previous IDs: P12p;PB000527.00.0;PBANKA_011110	
PBANKA_0111200	PBANKA_0111200.1	Plasmodium berghei ANKA	PbANKA_01_v3:435,297..437,330(+)	nucleolar GTP-binding protein 1, putative	No	1	NOG1	Previous IDs: PB000526.00.0;PBANKA_011120	
PBANKA_0111300	PBANKA_0111300.1	Plasmodium berghei ANKA	PbANKA_01_v3:438,265..440,094(-)	conserved Plasmodium protein, unknown function	No	2	N/A	Previous IDs: PB000550.00.0;PBANKA_011130;PBANKA_0111300.1;PBANKA_0111300.2	
PBANKA_0111300	PBANKA_0111300.2	Plasmodium berghei ANKA	PbANKA_01_v3:438,265..440,094(-)	conserved Plasmodium protein, unknown function	No	2	N/A	Previous IDs: PB000550.00.0;PBANKA_011130;PBANKA_0111300.1;PBANKA_0111300.2	
PBANKA_0111400	PBANKA_0111400.1	Plasmodium berghei ANKA	PbANKA_01_v3:442,214..442,980(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB107557.00.0;PBANKA_011140	
PBANKA_0111500	PBANKA_0111500.1	Plasmodium berghei ANKA	PbANKA_01_v3:443,993..444,279(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB107556.00.0;PBANKA_011150	
PBANKA_0111600	PBANKA_0111600.1	Plasmodium berghei ANKA	PbANKA_01_v3:444,999..448,675(-)	rhoptry protein ROP14, putative	No	1	ROP14	Previous IDs: PB000363.02.0;PB000549.01.0;PB102291.00.0;PB103142.00.0;PBANKA_011160	
PBANKA_0111700	PBANKA_0111700.1	Plasmodium berghei ANKA	PbANKA_01_v3:450,549..451,316(+)	50S ribosomal protein L18, apicoplast, putative	No	1	N/A	Previous IDs: PB001088.03.0;PBANKA_011170	
PBANKA_0111800	PBANKA_0111800.1	Plasmodium berghei ANKA	PbANKA_01_v3:451,528..454,530(-)	AP-3 complex subunit beta, putative	No	1	N/A	Previous IDs: PB000595.03.0;PB001089.03.0;PBANKA_011180	
PBANKA_0111900	PBANKA_0111900.1	Plasmodium berghei ANKA	PbANKA_01_v3:457,092..459,260(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_011190	
PBANKA_0112000	PBANKA_0112000.1	Plasmodium berghei ANKA	PbANKA_01_v3:459,663..461,609(-)	syntaxin-binding protein, putative	No	1	N/A	Previous IDs: PB300307.00.0;PBANKA_011200	
PBANKA_0112100	PBANKA_0112100.1	Plasmodium berghei ANKA	PbANKA_01_v3:465,529..473,341(+)	AP2 domain transcription factor, putative	No	1	ApiAP2	Previous IDs: PB000094.00.0;PB000793.03.0;PB300927.00.0;PB301044.00.0;PB401813.00.0;PBANKA_011210	
PBANKA_0112200	PBANKA_0112200.1	Plasmodium berghei ANKA	PbANKA_01_v3:473,752..479,628(-)	myosin E	No	1	MyoE	Previous IDs: PB000093.00.0;PBANKA_011220	
PBANKA_0112300	PBANKA_0112300.1	Plasmodium berghei ANKA	PbANKA_01_v3:482,503..485,040(-)	filamin domain-containing protein, putative	No	1	N/A	Previous IDs: PBANKA_011230	
PBANKA_0112400	PBANKA_0112400.1	Plasmodium berghei ANKA	PbANKA_01_v3:486,084..488,519(-)	cytosolic Fe-S cluster assembly factor NAR1, putative	No	1	NAR1	Previous IDs: PBANKA_011240	
PBANKA_0112500	PBANKA_0112500.1	Plasmodium berghei ANKA	PbANKA_01_v3:489,776..492,033(-)	major facilitator superfamily-related transporter, putative	No	1	MFR1	Previous IDs: PB000106.01.0;PB401518.00.0;PBANKA_011250	
PBANKA_0112600	PBANKA_0112600.1	Plasmodium berghei ANKA	PbANKA_01_v3:494,648..496,159(+)	fam-b protein	No	1	N/A	Previous IDs: PB300933.00.0;PBANKA_011260	
PBANKA_0112621	PBANKA_0112621.1	Plasmodium berghei ANKA	PbANKA_01_v3:498,163..499,747(+)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PBANKA_124595	
PBANKA_0112641	PBANKA_0112641.1	Plasmodium berghei ANKA	PbANKA_01_v3:501,042..501,904(+)	fam-b protein	No	1	N/A	Previous IDs: PB402817.00.0;PBANKA_124600	
PBANKA_0112661	PBANKA_0112661.1	Plasmodium berghei ANKA	PbANKA_01_v3:502,777..504,218(-)	fam-a protein	No	2	N/A	Previous IDs: PB103478.00.0;PB403109.00.0;PBANKA_0112661.1;PBANKA_0112661.2;PBANKA_124610	
PBANKA_0112661	PBANKA_0112661.2	Plasmodium berghei ANKA	PbANKA_01_v3:502,777..504,218(-)	fam-a protein	No	2	N/A	Previous IDs: PB103478.00.0;PB403109.00.0;PBANKA_0112661.1;PBANKA_0112661.2;PBANKA_124610	
PBANKA_0112681	PBANKA_0112681.1	Plasmodium berghei ANKA	PbANKA_01_v3:508,005..509,126(+)	PIR protein	No	1	N/A	Previous IDs: PB500009.00.0;PBANKA_110080	
PBANKA_0112701	PBANKA_0112701.1	Plasmodium berghei ANKA	PbANKA_01_v3:510,565..512,140(-)	fam-a protein	No	1	N/A	Previous IDs: PBANKA_120005	
PBANKA_0112721	PBANKA_0112721.1	Plasmodium berghei ANKA	PbANKA_01_v3:513,815..515,305(-)	fam-a protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_0200400	PBANKA_0200400.1	Plasmodium berghei ANKA	PbANKA_02_v3:2,320..3,535(+)	Plasmodium exported protein, unknown function	No	1	N/A	Previous IDs: PB102719.00.0;PBANKA_020040	
PBANKA_0200500	PBANKA_0200500.1	Plasmodium berghei ANKA	PbANKA_02_v3:4,858..5,950(-)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PB102718.00.0;PB200010.00.0;PBANKA_020050	
PBANKA_0200600	PBANKA_0200600.1	Plasmodium berghei ANKA	PbANKA_02_v3:9,308..10,851(+)	fam-a protein	No	1	N/A	Previous IDs: PB402670.00.0;PBANKA_020060	
PBANKA_0200650	PBANKA_0200650.1	Plasmodium berghei ANKA	PbANKA_02_v3:12,310..13,879(+)	fam-a protein	No	1	N/A	Previous IDs: PBANKA_020065	
PBANKA_0200670	PBANKA_0200670.1	Plasmodium berghei ANKA	PbANKA_02_v3:14,312..15,437(-)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PBANKA_020067	
PBANKA_0200700	PBANKA_0200700.1	Plasmodium berghei ANKA	PbANKA_02_v3:18,570..19,488(-)	fam-b protein	No	1	N/A	Previous IDs: PB104400.00.0;PBANKA_020070	
PBANKA_0200751	PBANKA_0200751.1	Plasmodium berghei ANKA	PbANKA_02_v3:21,872..23,037(-)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PBANKA_000560	
PBANKA_0201000	PBANKA_0201000.1	Plasmodium berghei ANKA	PbANKA_02_v3:25,817..26,771(-)	fam-b protein	No	1	N/A	Previous IDs: PBANKA_020100	
PBANKA_0201051	PBANKA_0201051.1	Plasmodium berghei ANKA	PbANKA_02_v3:33,333..38,633(+)	conserved rodent malaria protein, unknown function	No	1	N/A	Previous IDs: PB402192.00.0;PB403066.00.0;PB403100.00.0;PBANKA_000370;PBANKA_000490	
PBANKA_0201100	PBANKA_0201100.1	Plasmodium berghei ANKA	PbANKA_02_v3:44,400..45,526(-)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PB200008.00.0;PB200059.00.0;PB500055.00.0;PBANKA_020110	
PBANKA_0201200	PBANKA_0201200.1	Plasmodium berghei ANKA	PbANKA_02_v3:48,887..50,086(+)	fam-a protein, pseudogene	Yes	1	N/A	Previous IDs: PB103877.00.0;PB103878.00.0;PBANKA_020120	
PBANKA_0201250	PBANKA_0201250.1	Plasmodium berghei ANKA	PbANKA_02_v3:51,408..52,140(-)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PBANKA_020125	
PBANKA_0201300	PBANKA_0201300.1	Plasmodium berghei ANKA	PbANKA_02_v3:53,529..54,899(+)	lysophospholipase, putative	No	1	N/A	Previous IDs: PB000954.01.0;PBANKA_020130	
PBANKA_0201340	PBANKA_0201340.1	Plasmodium berghei ANKA	PbANKA_02_v3:56,384..56,843(-)	fam-c protein	No	1	N/A	Previous IDs: PB103873.00.0;PBANKA_020134	
PBANKA_0201360	PBANKA_0201360.1	Plasmodium berghei ANKA	PbANKA_02_v3:58,426..60,011(-)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PBANKA_020136	
PBANKA_0201400	PBANKA_0201400.1	Plasmodium berghei ANKA	PbANKA_02_v3:64,257..65,897(+)	fam-a protein, pseudogene	Yes	1	N/A	Previous IDs: PB106795.00.0;PBANKA_020140	
PBANKA_0201450	PBANKA_0201450.1	Plasmodium berghei ANKA	PbANKA_02_v3:66,310..66,945(-)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PBANKA_020145	
PBANKA_0201500	PBANKA_0201500.1	Plasmodium berghei ANKA	PbANKA_02_v3:68,633..69,502(-)	Plasmodium exported protein, unknown function	No	1	N/A	Previous IDs: PB105375.00.0;PB401649.00.0;PBANKA_020150	
PBANKA_0201600	PBANKA_0201600.1	Plasmodium berghei ANKA	PbANKA_02_v3:72,746..73,279(-)	early transcribed membrane protein	No	1	ETRAMP	Previous IDs: PB105376.00.0;PB401727.00.0;PBANKA_020160	
PBANKA_0201700	PBANKA_0201700.1	Plasmodium berghei ANKA	PbANKA_02_v3:82,166..82,423(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_020170	
PBANKA_0201800	PBANKA_0201800.1	Plasmodium berghei ANKA	PbANKA_02_v3:83,766..85,672(+)	TatD-like deoxyribonuclease	No	1	TatD	Previous IDs: PB000665.03.0;PBANKA_020180	
PBANKA_0201900	PBANKA_0201900.1	Plasmodium berghei ANKA	PbANKA_02_v3:85,816..86,292(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000666.03.0;PBANKA_020190	
PBANKA_0202000	PBANKA_0202000.1	Plasmodium berghei ANKA	PbANKA_02_v3:87,321..89,778(-)	eukaryotic translation initiation factor 4E, putative	No	1	N/A	Previous IDs: PB000024.03.0;PB106950.00.0;PBANKA_020200	
PBANKA_0202100	PBANKA_0202100.1	Plasmodium berghei ANKA	PbANKA_02_v3:90,934..91,284(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB300221.00.0;PBANKA_020210	
PBANKA_0202200	PBANKA_0202200.1	Plasmodium berghei ANKA	PbANKA_02_v3:91,557..92,360(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000837.03.0;PBANKA_020220	
PBANKA_0202300	PBANKA_0202300.1	Plasmodium berghei ANKA	PbANKA_02_v3:92,992..94,572(+)	UMP-CMP kinase, putative	No	1	N/A	Previous IDs: PB000836.03.0;PBANKA_020230	
PBANKA_0202400	PBANKA_0202400.1	Plasmodium berghei ANKA	PbANKA_02_v3:95,575..97,197(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000835.03.0;PBANKA_020240	
PBANKA_0202500	PBANKA_0202500.1	Plasmodium berghei ANKA	PbANKA_02_v3:99,350..102,481(+)	P-loop containing nucleoside triphosphate hydrolase, putative	No	1	N/A	Previous IDs: PB000352.03.0;PB000834.03.0;PBANKA_020250	
PBANKA_0202600	PBANKA_0202600.1	Plasmodium berghei ANKA	PbANKA_02_v3:103,116..103,799(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000353.03.0;PBANKA_020260	
PBANKA_0202700	PBANKA_0202700.1	Plasmodium berghei ANKA	PbANKA_02_v3:104,935..109,753(+)	kinesin-8B	No	1	N/A	Previous IDs: PB001397.02.0;PB301384.00.0;PB404846.00.0;PBANKA_020270	
PBANKA_0202800	PBANKA_0202800.1	Plasmodium berghei ANKA	PbANKA_02_v3:110,329..110,934(+)	adenylate kinase-like protein 1, putative	No	1	AKLP1	Previous IDs: PB001399.02.0;PBANKA_020280	
PBANKA_0202900	PBANKA_0202900.1	Plasmodium berghei ANKA	PbANKA_02_v3:111,256..112,556(-)	transcription initiation factor TFIIB, putative	No	1	N/A	Previous IDs: PB001398.02.0;PBANKA_020290	
PBANKA_0203000	PBANKA_0203000.1	Plasmodium berghei ANKA	PbANKA_02_v3:115,741..117,081(+)	chromatin assembly factor 1 subunit C, putative	No	1	CAF1C	Previous IDs: PB000892.02.0;PBANKA_020300	
PBANKA_0203100	PBANKA_0203100.1	Plasmodium berghei ANKA	PbANKA_02_v3:118,344..122,675(-)	phosphatidylinositol-4-phosphate 5-kinase, putative	No	1	PIP5K	Previous IDs: PB000893.02.0;PBANKA_020310	
PBANKA_0203200	PBANKA_0203200.1	Plasmodium berghei ANKA	PbANKA_02_v3:124,260..127,716(-)	bromodomain protein 3, putative	No	1	BDP3	Previous IDs: PB000561.01.0;PB000615.03.0;PB000853.02.0;PB107902.00.0;PBANKA_020320	
PBANKA_0203300	PBANKA_0203300.1	Plasmodium berghei ANKA	PbANKA_02_v3:128,960..129,845(+)	DNA-directed RNA polymerase II subunit RPB9, putative	No	1	RPB9	Previous IDs: PB000852.02.0;PBANKA_020330	
PBANKA_0203400	PBANKA_0203400.1	Plasmodium berghei ANKA	PbANKA_02_v3:130,246..130,665(-)	FAD-linked sulfhydryl oxidase ERV1, putative	No	1	ERV1	Previous IDs: PB000850.02.0;PBANKA_020340	
PBANKA_0203500	PBANKA_0203500.1	Plasmodium berghei ANKA	PbANKA_02_v3:131,598..133,697(+)	selenocysteine-specific elongation factor, putative	No	1	SELB	Previous IDs: PB000849.02.0;PB300540.00.0;PBANKA_020350	
PBANKA_0203600	PBANKA_0203600.1	Plasmodium berghei ANKA	PbANKA_02_v3:133,870..134,559(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000851.02.0;PB300541.00.0;PBANKA_020360	
PBANKA_0203650	PBANKA_0203650.1	Plasmodium berghei ANKA	PbANKA_02_v3:135,119..136,236(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000374.00.0;PB000854.02.0;PB405950.00.0;PBANKA_020365;PBANKA_020370	
PBANKA_0203750	PBANKA_0203750.1	Plasmodium berghei ANKA	PbANKA_02_v3:136,373..139,623(-)	phosphatidate cytidylyltransferase, putative	No	1	N/A	Previous IDs: PB000374.00.0;PB000854.02.0;PB405950.00.0;PBANKA_020370;PBANKA_020375	
PBANKA_0203800	PBANKA_0203800.1	Plasmodium berghei ANKA	PbANKA_02_v3:140,319..141,986(-)	phenylalanine--tRNA ligase alpha subunit, putative	No	1	N/A	Previous IDs: PB000373.00.0;PBANKA_020380	
PBANKA_0203900	PBANKA_0203900.1	Plasmodium berghei ANKA	PbANKA_02_v3:143,027..143,869(+)	rRNA biogenesis protein RRP36, putative	No	1	RRP36	Previous IDs: PB000375.00.0;PBANKA_020390	
PBANKA_0204000	PBANKA_0204000.1	Plasmodium berghei ANKA	PbANKA_02_v3:144,591..145,226(+)	cold-shock protein, putative	No	1	N/A	Previous IDs: PB000932.00.0;PBANKA_020400	
PBANKA_0204100	PBANKA_0204100.1	Plasmodium berghei ANKA	PbANKA_02_v3:145,808..146,458(+)	N-acetyltransferase, GNAT family, putative	No	1	N/A	Previous IDs: PB000427.03.0;PBANKA_020410	
PBANKA_0204200	PBANKA_0204200.1	Plasmodium berghei ANKA	PbANKA_02_v3:147,507..148,166(+)	tubulin-specific chaperone a, putative	No	1	N/A	Previous IDs: PB000449.02.0;PBANKA_020420	
PBANKA_0204300	PBANKA_0204300.1	Plasmodium berghei ANKA	PbANKA_02_v3:149,116..150,241(+)	elongation of fatty acids protein, putative, pseudogene	Yes	1	ELO-C	Previous IDs: PB000448.02.0;PBANKA_020430	
PBANKA_0204400	PBANKA_0204400.1	Plasmodium berghei ANKA	PbANKA_02_v3:150,672..151,397(+)	cleavage and polyadenylation specificity factor subunit 5, putative	No	1	N/A	Previous IDs: PB001173.01.0;PBANKA_020440	
PBANKA_0204500	PBANKA_0204500.1	Plasmodium berghei ANKA	PbANKA_02_v3:151,574..154,801(-)	LCCL domain-containing protein, putative	No	1	CCp5	Previous IDs: PB000635.02.0;PB001172.01.0;PB301524.00.0;PBANKA_020450	
PBANKA_0204600	PBANKA_0204600.1	Plasmodium berghei ANKA	PbANKA_02_v3:156,215..156,883(-)	photosensitized INA-labeled protein PHIL1	No	1	PHIL1	Previous IDs: PB000636.02.0;PBANKA_020460	
PBANKA_0204700	PBANKA_0204700.1	Plasmodium berghei ANKA	PbANKA_02_v3:158,791..161,234(-)	mitochondrial carrier protein, putative	No	1	N/A	Previous IDs: PB000637.02.0;PB105430.00.0;PBANKA_020470	
PBANKA_0204800	PBANKA_0204800.1	Plasmodium berghei ANKA	PbANKA_02_v3:162,512..165,722(+)	secreted ookinete protein, putative	No	1	PSOP24	Previous IDs: PB000915.00.0;PB105885.00.0;PBANKA_020480	
PBANKA_0204900	PBANKA_0204900.1	Plasmodium berghei ANKA	PbANKA_02_v3:166,232..168,005(+)	DnaJ domain-containing protein, putative	No	1	N/A	Previous IDs: PBANKA_020490	
PBANKA_0205000	PBANKA_0205000.1	Plasmodium berghei ANKA	PbANKA_02_v3:168,589..169,107(-)	EELM2 domain-containing protein, putative	No	1	N/A	Previous IDs: PB000536.02.0;PBANKA_020500	
PBANKA_0205100	PBANKA_0205100.1	Plasmodium berghei ANKA	PbANKA_02_v3:170,399..172,540(+)	mitochondrial carrier protein, putative	No	1	N/A	Previous IDs: PB105276.00.0;PBANKA_020510	
PBANKA_0205200	PBANKA_0205200.1	Plasmodium berghei ANKA	PbANKA_02_v3:173,254..178,908(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000073.01.0;PB000310.00.0;PB000804.00.0;PBANKA_020520	
PBANKA_0205300	PBANKA_0205300.1	Plasmodium berghei ANKA	PbANKA_02_v3:181,697..183,685(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB300182.00.0;PB300297.00.0;PBANKA_020530	
PBANKA_0205400	PBANKA_0205400.1	Plasmodium berghei ANKA	PbANKA_02_v3:184,766..185,813(+)	proteasome subunit beta type-3, putative	No	1	N/A	Previous IDs: PB000374.02.0;PB300168.00.0;PBANKA_020540	
PBANKA_0205500	PBANKA_0205500.1	Plasmodium berghei ANKA	PbANKA_02_v3:186,553..187,332(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000376.02.0;PB300147.00.0;PB401312.00.0;PBANKA_020550	
PBANKA_0205600	PBANKA_0205600.1	Plasmodium berghei ANKA	PbANKA_02_v3:187,342..190,494(-)	double-strand break repair protein MRE11, putative	No	1	MRE11	Previous IDs: PB000375.02.0;PB106341.00.0;PB300146.00.0;PB401303.00.0;PBANKA_020560	
PBANKA_0205700	PBANKA_0205700.1	Plasmodium berghei ANKA	PbANKA_02_v3:191,198..192,460(-)	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative	No	1	Pb51	Previous IDs: PB001254.02.0;PBANKA_020570	
PBANKA_0205800	PBANKA_0205800.1	Plasmodium berghei ANKA	PbANKA_02_v3:193,264..201,438(-)	eukaryotic translation initiation factor 2-alpha kinase 2	No	1	eIK2	Previous IDs: PB001255.02.0;PB102277.00.0;PB105212.00.0;PB108190.00.0;PBANKA_020580	
PBANKA_0205900	PBANKA_0205900.1	Plasmodium berghei ANKA	PbANKA_02_v3:206,786..211,194(+)	Niemann-Pick type C1-related protein, putative	No	1	NCR1	Previous IDs: PB000070.02.0;PB001237.02.0;PBANKA_020590	
PBANKA_0206000	PBANKA_0206000.1	Plasmodium berghei ANKA	PbANKA_02_v3:211,994..212,503(-)	ATP synthase-associated protein, putative	No	1	N/A	Previous IDs: PB000071.02.0;PBANKA_020600	
PBANKA_0206100	PBANKA_0206100.1	Plasmodium berghei ANKA	PbANKA_02_v3:213,722..215,716(-)	CCR4 domain-containing protein 3, putative	No	1	CCR4-3	Previous IDs: PB001390.02.0;PBANKA_020610	
PBANKA_0206200	PBANKA_0206200.1	Plasmodium berghei ANKA	PbANKA_02_v3:216,165..217,598(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB001388.02.0;PBANKA_020620	
PBANKA_0206300	PBANKA_0206300.1	Plasmodium berghei ANKA	PbANKA_02_v3:217,848..219,296(-)	centrin-1, putative	No	1	CEN1	Previous IDs: PB001391.02.0;PBANKA_020630	
